player_name,team_name,position,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,id,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player_name_lower,Player Name,Age,Market Value,Club,Nationality,Market Value Num,log_Market_Value,Age_sq,per90,goals_per90,assists_per90,xG_per90,xA_per90,Club_Avg_Value,Position_Central Midfield,Position_Centre-Back,Position_Centre-Forward,Position_Defensive Midfield,Position_Left Midfield,Position_Left Winger,Position_Left-Back,Position_Right Midfield,Position_Right Winger,Position_Right-Back,Position_Second Striker,Predicted_Market_Value,Value_Difference
Alejandro Garnacho,Chelsea,F,3,8,13.55932203,204,13,100.0,295,116,411,87.44680851,3,18.75,13,23,4,0,0,44,6,7,10,1,6,0,0,11,9,67,0,0,3.67917217,3.4505,9,0,3.03030303,0,1,5,0.0,51,48.57142857,0,0,2,2263386,59,4,29.0,1,14,1274.0,2,0,0,0,0,0,0.0,0,0,0,0,191,9,0,6.791304348,0,0,0,0,0,0,0,0,1274.0,0.0,0,24,9,16,7,14.0,35.8974359,0,14,11,78.57142857,29,5,39,59,54,44.62809917,13,345,125,470,33,1,738,23,2,0,alejandro garnacho,Alejandro Garnacho,21.0,€40.00m,Manchester United,Argentina,40000000.0,17.50439003707821,441.0,14.155555555555555,0.07064359216700711,0.28257436866802843,0.24375571477225802,0.25990993828968256,31656250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41206604.0,1206604.0
Roméo Lavia,Chelsea,M,7,0,0.0,63,12,85.71428571,142,121,263,92.6056338,3,75.0,1,12,0,0,0,20,1,0,1,0,4,0,0,6,0,16,0,1,0.53661277,0.2049,8,0,0.0,0,0,0,0.0,19,55.88235294,0,0,0,2316709,21,5,1.0,0,4,377.0,0,0,0,0,0,0,0.0,0,0,0,0,39,0,0,6.736363636,0,0,0,0,0,0,0,0,0.0,0.0,0,1,2,2,0,3.0,60.0,0,8,7,87.5,1,10,5,1,22,57.89473684,14,155,129,284,3,0,347,8,0,0,roméo lavia,Roméo Lavia,21.0,€35.00m,Chelsea FC,Belgium,35000000.0,17.370858648025116,441.0,4.188888888888889,0.0,0.0,0.048915002590179495,0.12810353847961636,30741379.310344826,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24509284.0,-10490716.0
Marc Cucurella,Chelsea,D,24,11,29.72972973,314,42,49.41176471,609,602,1211,88.26530612,35,53.03030303,31,31,4,0,0,105,6,1,6,9,86,0,1,6,19,97,0,1,3.17664631,2.3126,40,0,5.263157895,0,1,5,0.0,74,52.85714286,1,0,0,2143780,161,31,38.0,0,28,2440.0,2,8,0,0,0,0,0.0,0,0,0,0,238,4,0,6.674193548,1,0,0,0,0,0,0,0,2440.0,0.0,0,13,6,8,5,1.0,33.33333333,0,49,36,73.46938776,38,49,3,37,109,52.91262136,85,716,656,1372,19,2,1901,25,6,0,marc cucurella,Marc Cucurella,26.0,€30.00m,Chelsea FC,Spain,30000000.0,17.216707972959764,676.0,27.11111111111111,0.03688523229643071,0.14754092918572284,0.08530078820872566,0.11717133706794945,30741379.310344826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31344324.0,1344324.0
Malo Gusto,Chelsea,D,31,12,21.05263158,295,37,50.68493151,532,500,1032,87.16216216,13,41.93548387,18,32,3,0,0,113,3,1,3,3,36,0,0,13,19,78,0,1,2.41139389,1.5564,17,0,16.66666667,0,2,5,0.0,79,56.83453237,1,0,0,2143790,152,28,27.0,1,24,2092.0,1,4,0,1,0,1,0.0,0,0,0,0,291,10,0,6.65625,1,0,0,0,0,0,0,0,1046.0,0.0,0,7,5,3,6,11.0,47.82608696,0,49,23,46.93877551,26,51,23,57,92,54.11764706,73,630,554,1184,12,1,1686,19,3,1,malo gusto,Malo Gusto,22.0,€30.00m,Chelsea FC,France,30000000.0,17.216707972959764,484.0,23.244444444444444,0.0860420279933914,0.1290630419900871,0.0669579061844572,0.10374061029323649,30741379.310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30131702.0,131702.0
Jamie Gittens,Chelsea,M,6,3,23.07692308,49,3,75.0,87,31,118,79.19463087,3,30.0,7,16,2,0,0,15,2,1,6,1,3,0,0,4,3,27,0,0,0.9303351,0.8183,6,0,0.0,0,0,2,0.0,29,59.18367347,0,0,0,2143760,31,2,9.0,0,5,495.0,2,1,0,0,0,0,0.0,0,0,0,0,68,2,0,6.646666667,0,0,0,0,0,0,0,0,0.0,0.0,0,5,5,2,2,13.0,61.9047619,0,8,3,37.5,9,10,21,13,32,54.23728814,4,112,37,149,10,0,255,8,0,0,jamie gittens,Jamie Gittens,20.0,€50.00m,Chelsea FC,England,50000000.0,17.72753358339242,400.0,5.5,0.0,0.36363570248054095,0.14878154766991333,0.16915152881540216,30741379.310344826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29291840.0,-20708160.0
Levi Colwill,Chelsea,D,1,0,0.0,5,1,50.0,18,25,43,89.58333333,2,50.0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0.00997368,0.0,0,0,0.0,0,0,0,0.0,1,100.0,0,0,0,2849038,5,0,0.0,0,0,45.0,0,0,0,0,0,0,0.0,0,0,0,0,5,0,0,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0,1,0,0,3,60.0,2,23,25,48,0,0,49,0,0,0,levi colwill,Levi Colwill,22.0,€50.00m,Chelsea FC,England,50000000.0,17.72753358339242,484.0,0.5,0.0,0.0,0.0,0.019946961060778787,30741379.310344826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30433144.0,-19566856.0
Josh Acheampong,Chelsea,D,1,1,100.0,36,4,26.66666667,136,281,417,92.66666667,10,58.82352941,7,15,0,0,0,23,0,0,1,1,19,0,0,6,4,22,2,3,0.13838912,0.6039,2,0,33.33333333,4,1,1,0.0,25,62.5,1,0,0,2143756,33,10,2.0,0,7,608.0,2,2,0,0,0,0,0.0,0,0,0,0,52,2,0,6.585714286,0,0,0,0,0,0,0,0,608.0,0.0,0,3,0,0,2,10.0,76.92307692,0,10,7,70.0,2,11,13,1,35,61.40350877,15,152,298,450,3,1,553,5,1,0,josh acheampong,Josh Acheampong,19.0,€4.00m,Chelsea FC,England,4000000.0,15.201805169084134,361.0,6.7555555555555555,0.1480260966718964,0.0,0.08939295978015822,0.02048520125545867,30741379.310344826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6994677.0,2994677.0
Liam Delap,Chelsea,F,0,0,0.0,55,1,50.0,90,28,118,69.41176471,23,41.81818182,32,26,0,0,0,23,0,4,10,0,11,0,0,20,6,83,0,1,0.21611787,4.4324,22,0,2.857142857,0,1,1,0.0,32,38.55421687,0,0,2,2143806,52,1,3.0,1,11,1032.0,4,0,0,0,0,0,0.0,0,0,0,1,122,4,0,6.492307692,0,0,0,0,0,0,0,0,1032.0,0.0,0,30,5,14,11,10.0,76.92307692,0,4,3,75.0,3,3,13,6,55,39.85507246,2,133,37,170,35,0,347,18,3,0,liam delap,Liam Delap,22.0,€35.00m,Chelsea FC,England,35000000.0,17.370858648025116,484.0,11.466666666666667,0.08720922627102361,0.0,0.38654617452368506,0.01884747222604166,30741379.310344826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23554934.0,-11445066.0
Marc Guiu,Chelsea,F,1,0,0.0,10,0,0.0,17,5,22,68.75,5,29.41176471,12,10,1,0,0,4,1,3,2,0,4,0,0,1,2,28,0,0,0.29742885,1.5498,10,0,0.0,0,0,1,0.0,3,15.78947368,0,0,1,2163689,10,0,3.0,0,1,276.0,2,0,0,0,0,0,0.0,0,0,0,0,23,1,0,6.28,0,0,0,0,0,0,0,0,0.0,0.0,0,11,2,9,2,1.0,25.0,0,0,0,0.0,3,1,4,0,8,22.22222222,0,25,7,32,13,0,70,2,1,0,marc guiu,Marc Guiu,19.0,€4.00m,Chelsea FC,Spain,4000000.0,15.201805169084134,361.0,3.066666666666667,0.0,0.3260858931981743,0.5053679172785306,0.09698735221515582,30741379.310344826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4751703.0,751703.0
Mamadou Sarr,Chelsea,D,1,0,0.0,1,0,0.0,3,42,45,91.83673469,0,0.0,1,2,0,0,0,2,0,1,0,0,5,0,0,0,0,2,0,0,0.00197374,0.4359,0,0,0.0,9,0,0,0.0,1,50.0,0,0,0,2684485,4,1,0.0,0,1,98.0,0,1,0,0,0,0,0.0,0,0,0,0,5,0,0,6.15,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0.0,0.0,0,1,0,0.0,0,1,1,0,1,33.33333333,3,5,44,49,1,0,59,0,0,0,mamadou sarr,Mamadou Sarr,19.0,€18.00m,Chelsea FC,France,18000000.0,16.705882371415992,361.0,1.0888888888888888,0.0,0.0,0.40031265018994727,0.0018126017210046029,30741379.310344826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763518.0,-13236482.0
James Garner,Everton,M,36,45,24.45652174,434,55,47.00854701,810,600,1410,86.98334362,25,59.52380952,17,35,7,0,0,171,12,0,11,11,82,0,0,14,43,122,0,1,5.1417308,1.9303,34,0,4.761904762,0,2,9,0.0,165,61.11111111,0,0,1,2152611,211,55,49.0,0,35,3144.0,0,9,0,0,0,0,0.0,0,0,0,0,442,13,0,7.231428571,0,2,0,0,0,0,0,0,1572.0,0.0,10,14,28,19,12,17.0,53.125,0,113,66,58.40707965,49,69,32,184,190,60.8974359,117,945,676,1621,42,2,2416,35,10,0,james garner,James Garner,24.0,€12.00m,Everton FC,England,12000000.0,16.300417291085605,576.0,34.93333333333333,0.05725189200804618,0.20038162202816162,0.05525666357156577,0.14718690824802247,14769230.76923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14305004.0,2305004.0
Jack Grealish,Everton,M,18,10,25.64102564,238,18,56.25,347,135,482,84.11867365,4,17.39130435,19,20,6,0,0,87,5,4,12,5,11,0,0,30,10,104,0,2,3.56887946,2.1457,13,0,7.692307692,0,2,8,0.0,102,54.54545455,0,0,1,2152563,91,12,40.0,1,18,1631.0,0,6,0,2,0,0,0.0,0,0,0,0,227,16,0,7.23,1,1,0,0,0,0,0,0,815.5,0.0,0,19,7,6,8,23.0,40.35087719,0,21,15,71.42857143,38,29,57,39,106,50.47619048,32,416,157,573,26,3,932,58,3,1,jack grealish,Jack Grealish,29.0,€25.00m,Manchester City,England,25000000.0,17.034386422832473,841.0,18.122222222222224,0.11036168036449275,0.33108504109347825,0.11840152877904604,0.19693376711196173,48300000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33699210.0,8699208.0
Kiernan Dewsbury-Hall,Everton,M,10,16,16.0,330,23,37.70491803,532,235,767,82.38453276,18,45.0,22,28,4,0,0,124,9,2,10,5,25,0,0,45,16,126,0,1,4.8199747,3.846,29,0,22.22222222,0,8,12,0.0,114,52.29357798,0,0,1,2152575,164,11,33.0,6,27,2372.0,1,3,0,0,0,1,0.0,0,0,0,0,358,21,0,7.214285714,0,2,0,0,0,0,0,0,296.5,0.0,0,25,11,12,14,24.0,57.14285714,0,49,24,48.97959184,33,27,42,100,132,51.1627907,61,660,271,931,36,3,1425,42,6,0,kiernan dewsbury-hall,Kiernan Dewsbury-Hall,26.0,€15.00m,Chelsea FC,England,15000000.0,16.52356082573315,676.0,26.355555555555554,0.30354120017408087,0.15177060008704044,0.1459274319836894,0.1828826131558382,30741379.310344826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26354976.0,11354976.0
James Tarkowski,Everton,D,69,2,28.57142857,138,94,41.04803493,399,770,1169,80.7878369,137,70.25641026,58,34,2,0,0,80,1,4,4,11,224,0,0,1,13,99,1,6,1.49100065,2.429,27,0,6.25,96,1,3,0.0,78,65.54621849,1,0,0,2152561,278,28,17.0,0,34,3060.0,2,48,0,1,0,1,0.0,0,0,0,0,306,3,0,7.158823529,0,0,0,0,0,0,0,0,3060.0,0.0,0,16,0,4,8,4.0,57.14285714,0,43,26,60.46511628,16,168,7,7,215,68.47133758,229,617,830,1447,16,3,1935,34,7,0,james tarkowski,James Tarkowski,32.0,€4.50m,Everton FC,England,4500000.0,15.319588176962746,1024.0,34.0,0.029411756055365862,0.058823512110731724,0.07144115545848367,0.04385294739619194,14769230.76923077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368562.0,-131438.0
Jarrad Branthwaite,Everton,D,19,0,0.0,66,21,53.84615385,147,147,294,83.76068376,30,78.94736842,8,10,0,0,0,29,1,0,1,0,41,0,0,2,3,20,0,2,0.11597741,0.3516,3,0,16.66666667,0,1,1,0.0,14,53.84615385,1,0,0,2611593,57,11,3.0,0,7,689.0,1,2,0,0,0,0,0.0,0,0,0,1,76,0,0,7.01,0,0,0,0,0,0,0,0,689.0,0.0,0,5,1,3,2,0.0,0.0,0,13,5,38.46153846,3,35,4,3,44,68.75,39,186,165,351,6,0,464,1,1,0,jarrad branthwaite,Jarrad Branthwaite,23.0,€45.00m,Everton FC,England,45000000.0,17.622173069956816,529.0,7.655555555555556,0.1306239222619303,0.0,0.04592737106729469,0.015149424187980017,14769230.76923077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29851004.0,-15148996.0
Michael Keane,Everton,D,30,0,0.0,71,57,49.56521739,274,573,847,85.90263692,96,62.74509804,57,30,0,0,0,80,0,3,7,7,185,0,1,3,10,88,0,0,0.24771405,2.0377,16,0,13.63636364,3,3,3,0.0,44,58.66666667,1,0,2,2152615,139,34,1.0,0,26,2349.0,0,26,0,0,0,0,0.0,0,0,0,0,162,1,0,6.934482759,1,1,0,0,0,0,0,0,783.0,0.0,0,18,4,9,6,6.0,60.0,0,32,22,68.75,1,58,10,1,140,61.40350877,115,371,615,986,22,2,1379,6,1,0,michael keane,Michael Keane,32.0,€1.00m,Everton FC,England,1000000.0,13.815511557963774,1024.0,26.1,0.11494248469636602,0.0,0.07807276702192835,0.009490956133733281,14769230.76923077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190906.0,190906.0
Iliman Ndiaye,Everton,M,2,7,14.0,290,6,31.57894737,471,256,727,83.94919169,10,24.3902439,31,29,3,0,0,168,6,2,10,5,17,0,0,57,26,198,0,1,4.29350461,6.2274,28,0,15.78947368,0,6,9,0.0,164,49.54682779,0,0,2,2152605,139,15,28.0,2,29,2516.0,12,2,0,0,2,0,100.0,0,2,0,0,375,24,0,6.910344828,0,4,0,0,0,0,0,0,419.3333333,0.0,0,26,12,7,21,62.0,52.54237288,0,66,41,62.12121212,28,6,118,50,174,46.77419355,19,587,279,866,38,0,1445,36,2,0,iliman ndiaye,Iliman Ndiaye,25.0,€18.00m,Everton FC,Senegal,18000000.0,16.705882371415992,625.0,27.955555555555556,0.21462631432286053,0.10731315716143026,0.22276065163569697,0.1535831783287518,14769230.76923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28400158.0,10400158.0
Iliman Ndiaye,Everton,M,2,7,14.0,290,6,31.57894737,471,256,727,83.94919169,10,24.3902439,31,29,3,0,0,168,6,2,10,5,17,0,0,57,26,198,0,1,4.29350461,6.2274,28,0,15.78947368,0,6,9,0.0,164,49.54682779,0,0,2,2152605,139,15,28.0,2,29,2516.0,12,2,0,0,2,0,100.0,0,2,0,0,375,24,0,6.910344828,0,4,0,0,0,0,0,0,419.3333333,0.0,0,26,12,7,21,62.0,52.54237288,0,66,41,62.12121212,28,6,118,50,174,46.77419355,19,587,279,866,38,0,1445,36,2,0,iliman ndiaye,Iliman Ndiaye,25.0,€18.00m,Everton FC,Senegal,18000000.0,16.705882371415992,625.0,27.955555555555556,0.21462631432286053,0.10731315716143026,0.22276065163569697,0.1535831783287518,14769230.76923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28400158.0,10400158.0
Nathan Patterson,Everton,D,6,0,0.0,13,4,30.76923077,28,36,64,76.19047619,7,77.77777778,2,7,0,0,0,14,0,0,0,1,17,0,0,1,4,13,0,0,0.04110705,0.029,2,0,0.0,0,0,0,0.0,13,54.16666667,0,0,0,2551187,20,2,0.0,0,3,266.0,1,2,0,0,0,0,0.0,0,0,0,0,39,1,0,6.883333333,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,1.0,20.0,0,10,4,40.0,0,11,5,6,20,60.60606061,13,42,42,84,1,0,148,2,0,0,nathan patterson,Nathan Patterson,23.0,€10.00m,Everton FC,Scotland,10000000.0,16.118095750958314,529.0,2.9555555555555557,0.0,0.0,0.009811996876702297,0.013908353317601556,14769230.76923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9199066.0,-800934.0
Tim Iroegbunam,Everton,M,10,0,0.0,85,8,53.33333333,193,132,325,80.24691358,15,51.72413793,14,26,2,0,0,67,3,0,4,3,6,0,0,23,6,85,1,1,0.64086595,0.5611,23,0,0.0,0,0,2,0.0,90,55.90062112,0,0,0,2152593,80,20,7.0,0,14,1258.0,0,9,0,0,0,0,0.0,0,0,0,1,149,4,0,6.7625,0,0,0,0,0,0,0,0,0.0,0.0,0,5,6,6,1,12.0,37.5,0,59,39,66.10169492,7,19,32,3,105,55.26315789,15,253,152,405,11,0,661,19,8,0,tim iroegbunam,Tim Iroegbunam,22.0,€4.50m,Everton FC,England,4500000.0,15.319588176962746,484.0,13.977777777777778,0.0,0.14308415836586444,0.04014226062954327,0.04584888254054508,14769230.76923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7581406.5,3081406.5
Jake O'Brien,Everton,D,19,13,28.88888889,167,39,31.2,350,398,748,73.91304348,108,67.5,52,34,1,0,0,106,0,0,3,9,138,0,1,21,7,112,0,2,0.95438208,1.1728,19,0,9.090909091,6,1,2,0.0,74,55.2238806,1,0,1,2152609,264,14,15.0,0,32,2891.0,4,16,0,0,0,1,0.0,0,0,0,0,445,5,0,6.752941176,1,0,0,0,0,0,0,0,2891.0,0.0,0,11,0,3,5,6.0,30.0,0,54,30,55.55555556,15,54,20,45,182,61.9047619,125,522,490,1012,11,1,1701,15,4,0,jake o'brien,Jake O'Brien,24.0,€13.00m,Everton FC,Ireland,13000000.0,16.380459992348886,576.0,32.12222222222222,0.031131086814950488,0.031131086814950488,0.03651053861657393,0.029710951387113025,14769230.76923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12394290.0,-605710.0
Vitaliy Mykolenko,Everton,D,47,19,22.35294118,272,46,30.66666667,500,357,857,79.05904059,46,57.5,34,30,1,0,0,102,1,0,3,9,134,0,0,11,28,114,1,0,2.3450652,0.2937,27,0,0.0,0,0,1,0.0,83,50.9202454,0,0,0,2190383,227,29,20.0,0,30,2690.0,0,9,1,1,0,0,0.0,0,0,0,0,447,9,0,6.726666667,0,0,0,0,0,0,0,0,0.0,0.0,0,1,8,4,2,9.0,34.61538462,0,48,27,56.25,19,110,26,85,129,53.08641975,150,657,427,1084,9,0,1850,26,5,0,vitaliy mykolenko,Vitaliy Mykolenko,26.0,€22.00m,Everton FC,Ukraine,22000000.0,16.906553056777135,676.0,29.88888888888889,0.0,0.03345723787676056,0.009826390764404577,0.07845940423291309,14769230.76923077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16590550.0,-5409450.0
Beto,Everton,F,1,0,0.0,44,1,100.0,75,46,121,61.11111111,86,45.74468085,102,34,1,0,0,25,1,9,11,0,37,0,0,27,3,186,0,1,0.21678006,8.4102,32,0,20.0,0,8,9,0.0,38,31.14754098,3,0,1,2152597,77,1,12.0,1,15,1452.0,9,4,0,0,0,0,0.0,0,0,0,0,210,7,0,6.609090909,0,4,0,0,0,0,0,0,181.5,0.0,0,39,1,13,16,11.0,29.72972973,0,15,4,26.66666667,12,2,37,2,124,40.0,1,134,64,198,40,2,522,12,3,0,beto,Beto,27.0,€18.00m,Everton FC,Guinea-Bissau,18000000.0,16.705882371415992,729.0,16.133333333333333,0.49586746123917697,0.06198343265489712,0.5212930653142157,0.013436772249934557,14769230.76923077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18012754.0,12754.0
Beto,Everton,F,1,0,0.0,44,1,100.0,75,46,121,61.11111111,86,45.74468085,102,34,1,0,0,25,1,9,11,0,37,0,0,27,3,186,0,1,0.21678006,8.4102,32,0,20.0,0,8,9,0.0,38,31.14754098,3,0,1,2152597,77,1,12.0,1,15,1452.0,9,4,0,0,0,0,0.0,0,0,0,0,210,7,0,6.609090909,0,4,0,0,0,0,0,0,181.5,0.0,0,39,1,13,16,11.0,29.72972973,0,15,4,26.66666667,12,2,37,2,124,40.0,1,134,64,198,40,2,522,12,3,0,beto,Beto,27.0,€18.00m,Everton FC,Guinea-Bissau,18000000.0,16.705882371415992,729.0,16.133333333333333,0.49586746123917697,0.06198343265489712,0.5212930653142157,0.013436772249934557,14769230.76923077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18012754.0,12754.0
Tyrique George,Everton,F,2,3,42.85714286,32,0,0.0,50,24,74,80.43478261,1,33.33333333,2,12,0,0,0,12,1,1,1,0,0,0,0,8,1,25,0,1,0.70551088,0.5968,8,0,0.0,0,0,0,0.0,11,32.35294118,0,0,0,2189768,18,1,1.0,0,1,315.0,4,0,0,0,0,0,0.0,0,0,0,0,49,4,0,6.518181818,0,0,0,0,0,0,0,0,0.0,0.0,0,6,3,4,4,4.0,40.0,0,6,4,66.66666667,1,4,10,7,12,32.43243243,4,63,29,92,9,0,156,1,2,0,tyrique george,Tyrique George,19.0,€5.00m,Chelsea FC,England,5000000.0,15.424948670398354,361.0,3.5,0.0,0.0,0.17051379853200418,0.20157396121725366,30741379.310344826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6019630.0,1019630.0
Carlos Alcaraz,Everton,M,5,2,40.0,77,12,66.66666667,145,96,241,81.41891892,13,44.82758621,16,18,1,0,0,42,2,1,7,0,7,0,0,9,12,54,0,2,0.44887429,1.1118,9,0,0.0,0,0,1,0.0,29,43.28358209,0,0,1,2152589,55,3,9.0,0,6,711.0,1,2,0,0,0,0,0.0,0,0,0,0,105,2,0,6.48125,0,0,0,0,0,0,0,0,0.0,0.0,0,12,6,6,5,6.0,42.85714286,0,13,8,61.53846154,9,10,14,5,42,43.75,18,187,109,296,18,0,432,11,4,0,carlos alcaraz,Carlos Alcaraz,22.0,€8.00m,Everton FC,Argentina,8000000.0,15.894952224644102,484.0,7.9,0.0,0.12658211825048324,0.14073399907088724,0.0568194584563817,14769230.76923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8981515.0,981515.0
Harry Wilson,Fulham,M,40,31,27.92792793,248,37,58.73015873,403,188,591,80.95890411,5,20.0,20,33,6,0,0,78,8,1,26,4,47,0,0,20,24,92,0,1,4.59989093,5.6633,13,1,13.69863014,0,10,16,0.0,79,52.31788079,0,0,1,2137102,139,15,36.0,9,31,2600.0,12,3,0,0,0,0,0.0,0,0,0,0,293,9,0,7.148484848,0,1,0,0,0,0,0,0,260.0,16.66666667,6,42,31,23,24,17.0,53.125,0,28,18,64.28571429,36,64,32,111,84,47.72727273,63,508,222,730,73,6,1192,34,7,0,harry wilson,Harry Wilson,28.0,€10.00m,Fulham FC,Wales,10000000.0,16.118095750958314,784.0,28.88888888888889,0.3461537263314024,0.20769223579884144,0.19603723983326313,0.159226938613752,12375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7203118.5,-2796881.5
Joachim Andersen,Fulham,D,107,4,26.66666667,223,164,45.81005587,630,1309,1939,86.06302708,78,71.55963303,31,32,1,0,0,112,3,2,3,8,229,0,0,3,16,82,2,1,1.81653392,1.4316,31,0,0.0,13,0,1,0.0,62,54.86725664,0,0,0,2137106,314,35,7.0,0,32,2832.0,0,19,0,0,0,0,0.0,0,0,0,0,349,1,0,7.05625,0,0,0,0,0,0,0,0,0.0,0.0,0,11,4,8,4,6.0,85.71428571,0,45,27,60.0,7,223,7,15,140,63.06306306,358,861,1392,2253,15,3,2725,13,7,0,joachim andersen,Joachim Andersen,29.0,€22.00m,Fulham FC,Denmark,22000000.0,16.906553056777135,841.0,31.466666666666665,0.0,0.03177965091748382,0.04549574825346984,0.05772881385736848,12375000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18729800.0,-3270200.0
Alex Iwobi,Fulham,M,54,29,34.11764706,343,67,62.61682243,604,526,1130,85.21870287,7,46.66666667,8,27,3,0,0,116,4,0,13,1,18,0,0,21,9,70,0,1,4.4114727,1.4247,7,0,12.90322581,0,4,7,0.0,50,44.64285714,0,0,0,2137139,196,13,41.0,1,27,2277.0,1,3,0,0,0,0,0.0,0,0,0,0,347,8,0,7.055555556,0,3,0,0,0,0,0,0,569.25,0.0,0,14,17,6,12,15.0,37.5,0,26,18,69.23076923,41,105,40,85,57,44.88188976,107,739,587,1326,31,3,1683,10,3,0,alex iwobi,Alex Iwobi,29.0,€24.00m,Fulham FC,Nigeria,24000000.0,16.993564429978885,841.0,25.3,0.1581027043072315,0.11857702823042363,0.056312230706628184,0.17436644096188103,12375000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20671192.0,-3328808.0
